EdgeIdx,NodeR,NodeL,Ridx,Lidx,Ridx_orig,Lidx_orig,B,A,K,H,CC,actSign
127,65,340,65,37,1240,1290,1.104763,0.927484,-2.500005,8.4,NaN,1
128,66,338,66,35,1241,1287,0.717484,-0.201268,-3.459326,9.9,0.624236,-1
129,67,343,67,40,1251,1294,0.288607,-0.211574,-2.499662,0.1,0.762143,-1
130,67,346,67,43,1251,1299,0.225886,0.61084,-4.111039,1.1,0.985624,1
131,68,317,68,14,1252,1118,0.217309,-0.014086,0.915403,7.1,0,-1
132,68,329,68,26,1252,1213,0.239637,-0.098563,-2.081932,6.3,0.828152,-1
133,68,356,68,53,1252,1315,0.230651,-0.094636,-3.003264,1.6,0.894222,-1
134,68,362,68,59,1252,1326,0.214761,2.348979,-2.21045,0.5,0.949742,1
135,69,361,69,58,1257,1325,0.185716,0.134715,-3.65406,1.2,0.933879,1
136,70,318,70,15,1258,1145,0.141123,-0.011296,-3.360713,9.9,0.321126,-1
137,70,352,70,49,1258,1309,0.597555,0.86789,-4.16743,1.3,0.958138,1
138,71,352,71,49,1259,1309,0.300659,0.513529,-2.01904,0.4,0.888989,1
139,72,332,72,29,1261,1278,0.25238,0.283434,-2.733717,9.9,0.953902,1
140,72,352,72,49,1261,1309,0.372517,0.58405,-4.578604,0.9,0.924686,1
141,73,348,73,45,1262,1303,0.546947,1.086179,-2.900472,4,0.969855,1
142,74,361,74,58,1263,1325,0.085455,0.055192,-3.950041,5.8,0.902241,1
143,75,357,75,54,1265,1316,0.303289,1.047445,-3.87735,5.3,0.914543,1
144,76,332,76,29,1269,1278,0.302135,4.101397,0.338768,9.1,0,1
145,76,346,76,43,1269,1299,0.501843,0.413894,-4.785008,6.9,0.896669,1
146,77,314,77,11,1270,1115,0.233347,0.673977,-2.554579,3,0.97011,1
147,77,354,77,51,1270,1311,0.298671,1.181717,-2.960661,9.9,0.984366,1
148,77,356,77,53,1270,1315,0.231703,-0.17744,-2.03846,0.1,0.762814,-1
149,78,350,78,47,1271,1307,0.163948,0.314075,-2.905036,3.9,0.959097,1
150,79,308,79,5,1272,1078,0.277777,-0.042535,-2.780055,1.2,0.563319,-1
151,79,353,79,50,1272,1310,0.380135,3.845039,-3.090459,0.8,0.993269,1
152,79,377,79,74,1272,1346,0.292875,0.895293,-3.872772,2.8,0.631635,1
153,80,308,80,5,1274,1078,0.50614,0.82734,-2.500782,0.8,0.772003,1
154,80,309,80,6,1274,1081,0.446244,1.903065,-2.822797,8.8,0.988748,1
155,80,354,80,51,1274,1311,0.548368,1.222597,-3.260213,0.8,0.979512,1
156,80,377,80,74,1274,1346,0.197585,0.2945,-2.800912,2.5,0.974042,1
157,81,361,81,58,1275,1325,0.101868,0.056728,-3.957365,9.2,0.839485,1
158,82,351,82,48,1277,1308,0.145424,0.454674,-2.754859,6.2,0.980362,1
159,82,362,82,59,1277,1326,0.16364,0.400933,-3.284403,1.3,0.918411,1
160,83,354,83,51,1279,1311,0.152405,1.144422,-2.770653,2.3,0.984941,1
161,84,349,84,46,1281,1304,0.28939,-0.239185,-2.745176,1.6,0.911324,-1
162,84,390,84,87,1281,1412,0.160455,-0.068462,-2.919773,3.4,0.845492,-1
163,85,312,85,9,1282,1111,1.073167,3.84699,-5.367049,8.9,0.994148,1
164,85,326,85,23,1282,1202,2.05956,-1.750509,-2.927588,9.9,0.501975,-1
165,85,327,85,24,1282,1203,4.133502,1.400035,-6.425955,1.1,0.671645,1
166,85,331,85,28,1282,1274,3.679057,5.109623,-5.011693,9.5,0.48504,1
167,85,369,85,66,1282,1337,0.630609,2.341309,-5,7.3,0.742908,1
168,86,309,86,6,1284,1081,0.311825,1.861403,-2.921636,8,0.991666,1
169,87,353,87,50,1285,1310,0.393634,1.153839,-4.789605,1,0.713364,1
170,87,368,87,65,1285,1336,0.217731,-0.046185,-8.264619,3,0.33547,-1
171,88,323,88,20,1288,1190,0.071947,0.131949,-3.854229,6.6,0.960373,1
172,88,346,88,43,1288,1299,0.382994,1.841994,-4.095599,0.8,0.954761,1
173,88,350,88,47,1288,1307,0.334448,0.515318,-2.800383,0.9,0.902462,1
174,88,378,88,75,1288,1348,0.092163,0.519436,-3.069535,2.1,0.989409,1
175,88,380,88,77,1288,1367,0.184981,-0.041338,-8.008436,4.8,0.435345,-1
176,89,362,89,59,1289,1326,0.377951,2.672434,-3.036563,0.8,0.963163,1
177,90,310,90,7,1291,1089,0.168727,-0.060149,-2.937705,5.8,0.724817,-1
178,90,322,90,19,1291,1174,0.199829,-0.141099,-3.521039,0.3,0.848219,-1
179,90,346,90,43,1291,1299,0.17781,0.365406,-4.838566,3.9,0.972923,1
180,90,373,90,70,1291,1341,0.30836,0.440551,-4.875125,3.8,0.78045,1
181,91,332,91,29,1294,1278,0.086004,0.534446,-2.744728,5.2,0.996258,1
182,91,352,91,49,1294,1309,0.205048,0.345513,-3.345819,1.4,0.92651,1
183,92,340,92,37,1298,1290,0.214586,3.088322,-5.720727,1.4,0.864788,1
184,93,340,93,37,1299,1290,0.133867,0.274463,-4.48975,9.9,0.972365,1
185,93,356,93,53,1299,1315,0.120697,2.426471,-4.844662,0.6,0.99176,1
186,94,352,94,49,1306,1309,0.443417,0.450461,-3.972742,9,0.92801,1
187,95,344,95,41,1312,1295,0.182449,0.138657,-3.879725,1.8,0.959717,1
188,96,347,96,44,1318,1300,0.186054,0.392853,-2.609424,0.9,0.918451,1
189,97,348,97,45,1324,1303,0.116936,0.504138,-2.678759,2.4,0.987386,1
190,98,353,98,50,1335,1310,0.188918,1.667865,-3.008615,1.2,0.985471,1
191,99,332,99,29,1337,1278,0.363615,0.233704,-2.279662,9.9,0.83351,1
192,99,365,99,62,1337,1331,0.269149,1.447931,-2.878062,5.3,0.989884,1
193,100,352,100,49,1338,1309,0.225573,0.452285,-2.581438,0.5,0.968886,1
194,101,345,101,42,1339,1296,0.288542,0.009833,-6.629974,9.9,0.216629,1
195,101,353,101,50,1339,1310,0.322674,2.100137,-3.706485,0.6,0.926723,1
196,101,363,101,60,1339,1328,0.308568,-1.034613,0.98083,6.6,NaN,-1
197,102,363,102,60,1350,1328,0.242328,0.108034,-3.916528,3.1,0.73564,1
198,103,344,103,41,1351,1295,0.168697,0.196434,-3.657455,1.1,0.909418,1
199,104,344,104,41,1362,1295,0.29195,0.092866,-4.5,9.9,0.841912,1
200,105,350,105,47,1363,1307,0.189174,0.498006,-2.788228,3.2,0.994846,1
201,106,347,106,44,1366,1300,0.188528,0.294811,-3.092414,1.9,0.919761,1
202,106,386,106,83,1366,1391,0.338097,9.171714,-2.384096,1,0.950132,1
203,107,341,107,38,1367,1291,0.16593,-0.0315,0.38508,8.3,0,-1
204,107,381,107,78,1367,1372,0.376864,0.290797,-2.86544,3.8,0.946261,1
205,108,333,108,30,1368,1281,0.309666,0.259316,-3.106632,0.2,0.743965,1
206,109,314,109,11,1371,1115,0.250648,-0.052507,-12,5.6,0.321241,-1
207,109,347,109,44,1371,1300,0.160723,0.179763,-3.338267,1.8,0.976001,1
208,109,391,109,88,1371,1414,0.221022,-0.038369,-10.570161,2.7,0.443897,-1
209,110,347,110,44,1373,1300,0.091555,0.237911,-2.431604,0.6,0.944726,1
210,111,357,111,54,1376,1316,0.393364,3.387218,-3.025864,0.6,0.974529,1
211,111,383,111,80,1376,1378,0.130679,0.43516,-2.44375,0.6,0.970382,1
212,112,309,112,6,1377,1081,0.188717,1.236922,-2.300382,0.7,0.813774,1
213,113,309,113,6,1378,1081,0.189455,0.663326,-2.622311,1,0.769557,1
214,114,369,114,66,1382,1337,0.191433,0.42633,-3.932481,0.9,0.965987,1
215,115,336,115,33,1385,1285,0.250288,0.369084,-2.866014,7.7,0.879836,1
216,116,357,116,54,1387,1316,1.720108,1.709842,-5.944067,0.5,0.820771,1
217,116,379,116,76,1387,1360,0.394703,1.174111,-5.802114,1.2,0.864747,1
218,117,353,117,50,1390,1310,0.249794,3.666348,-3.037775,1,0.991279,1
219,117,363,117,60,1390,1328,0.273662,-0.019121,0.495453,6.7,1e-06,-1
220,118,347,118,44,1391,1300,0.192099,0.394041,-2.866554,4.4,0.960756,1
221,119,347,119,44,1393,1300,0.167014,0.142297,-3.14574,5.6,0.947726,1
222,120,336,120,33,1395,1285,0.216768,0.414162,-2.877427,3.7,0.977328,1
223,121,309,121,6,1401,1081,0.174649,0.705881,-2.892459,5.4,0.920749,1
224,122,340,122,37,1402,1290,0.274337,0.267578,-1.87755,9.9,0,1
225,122,347,122,44,1402,1300,0.250227,0.215819,-3.901004,5.6,0.946021,1
226,122,350,122,47,1402,1307,0.233923,0.376627,-2.646591,1,0.482533,1
227,122,354,122,51,1402,1311,0.296449,1.82343,-2.935445,1.5,0.986504,1
228,122,360,122,57,1402,1324,0.274736,1.393559,-3.912205,4.9,0.817909,1
229,122,369,122,66,1402,1337,0.231464,0.429442,-4.774531,3.3,0.960616,1
230,123,340,123,37,1403,1290,0.217086,0.994042,-1.366903,8.2,0,1
231,123,347,123,44,1403,1300,0.214549,0.237308,-3.784427,1.6,0.949834,1
232,123,350,123,47,1403,1307,0.283917,0.377077,-2.827488,2.6,0.747577,1
233,123,354,123,51,1403,1311,0.227512,1.834462,-2.723657,1.3,0.995751,1
234,123,360,123,57,1403,1324,0.172158,0.851165,-3.959203,8,0.965412,1
235,123,369,123,66,1403,1337,0.14669,0.440524,-4.427836,0.7,0.970999,1
236,124,340,124,37,1404,1290,0.634046,0.710877,-2,6.7,2e-06,1
237,124,347,124,44,1404,1300,0.966177,9.017207,-3.018507,0.3,0.993738,1
238,124,350,124,47,1404,1307,0.34578,1.581082,-3.867692,4,0.593049,1
239,124,354,124,51,1404,1311,1.581566,7.462431,-6.488021,1.1,0.736464,1
240,124,360,124,57,1404,1324,0.343499,1.928256,-4.929496,9.9,0.826919,1
241,124,369,124,66,1404,1337,0.357952,1.236924,-5.691361,1.5,0.780229,1
242,125,312,125,9,1406,1111,0.656971,0.600541,-5.223877,9.9,0.471855,1
243,125,331,125,28,1406,1274,2.048921,4.255748,-4.998104,9.9,0.586018,1
244,126,312,126,9,1407,1111,0.781287,5.018491,-5.346972,9.1,0.997898,1
245,126,331,126,28,1407,1274,6.736075,1.74837,-8.670955,0.3,0.659145,1
246,127,312,127,9,1408,1111,0.754699,1.371165,-5.367376,9.1,0.98489,1
247,127,331,127,28,1408,1274,1.743452,4.830104,-4.955833,4.4,0.670503,1
248,128,312,128,9,1409,1111,0.363879,0.755708,-5.365418,9.5,0.94911,1
249,128,331,128,28,1409,1274,1.119446,3.051678,-4.94552,4.2,0.663372,1
250,129,384,129,81,1410,1379,0.145786,0.847349,-3.845292,9.9,0.921,1
251,130,352,130,49,1411,1309,0.434932,3.78293,-5.140428,0.4,0.986446,1
252,130,356,130,53,1411,1315,0.202331,1.038964,-2.932702,9.9,0.966178,1
253,130,392,130,89,1411,1416,0.264596,1.295712,-6.514081,0.5,0.649009,1
254,131,360,131,57,1416,1324,0.359711,0.758988,-3.862846,5.8,0.945569,1
255,132,312,132,9,1418,1111,0.36237,1.025326,-5.228026,9.9,0.588286,1
256,132,314,132,11,1418,1115,0.215383,3.220883,-3.449716,2,0.992249,1
257,132,325,132,22,1418,1192,0.259289,2.458198,-3.040297,1,0.98949,1
258,132,326,132,23,1418,1202,-0.023929,1.368336,-3.510834,0.1,0.912027,1
259,132,374,132,71,1418,1342,0.77583,3.698241,-4.346069,0.5,0.987853,1
260,132,379,132,76,1418,1360,0.188814,2.116085,-5.409733,0.7,0.990026,1
261,133,361,133,58,1423,1325,0.071977,0.056075,-4,7.2,0.950842,1
262,134,333,134,30,1430,1281,0.436909,0.526845,-2.127543,0.5,0.553073,1
263,135,365,135,62,1431,1331,0.24282,-0.052742,-2.772823,9.9,0.666104,-1
264,136,362,136,59,1432,1326,0.21161,0.361506,-4,7,0.854871,1
265,137,353,137,50,1438,1310,0.150093,0.685989,-3.849518,5,0.979888,1
266,138,305,138,2,1440,1025,0.206585,0.544369,-2.826763,9,0.989396,1
267,138,363,138,60,1440,1328,0.328077,0.463495,-2.779639,2.3,0.75235,1
268,139,337,139,34,1442,1286,0.191403,0.094853,-2.590539,2.9,0.713026,1
269,139,360,139,57,1442,1324,0.421792,1.089142,-4.91747,6.2,0.726848,1
270,140,341,140,38,1447,1291,0.158815,-0.004499,-3.540073,9.8,0.119273,-1
271,140,360,140,57,1447,1324,0.210525,0.390265,-4.519992,9.9,0.837838,1
272,141,365,141,62,1449,1331,0.220016,1.294312,-2.840079,7.2,0.998212,1
273,142,344,142,41,1451,1295,1.297451,0.631483,-4.503143,6.4,0.916425,1
274,143,353,143,50,1452,1310,0.145916,1.28279,-2.916344,4.7,0.994847,1
275,144,363,144,60,1453,1328,0.214187,0.271301,-2.857699,7.2,0.896025,1
276,145,366,145,63,1455,1332,0.675181,28.23391,-2.56473,2,0.947946,1
277,146,361,146,58,1457,1325,0.098182,0.061039,-3.984849,9.9,0.790998,1
278,147,350,147,47,1459,1307,0.197647,0.51985,-2.619813,1.7,0.958984,1
279,148,312,148,9,1461,1111,0.333976,0.892201,-5.495953,0.9,0.77314,1
280,148,350,148,47,1461,1307,0.290795,0.04135,-6.111153,4.9,0.035266,1
281,148,357,148,54,1461,1316,0.118981,1.26381,-3.874085,6.8,0.932796,1
282,149,360,149,57,1462,1324,0.355683,0.935272,-3.909261,5.1,0.844081,1
283,150,319,150,16,1463,1155,0.16526,-1.869177,-1.461533,3.2,0.430697,-1
284,150,328,150,25,1463,1210,0.141622,0.079399,-3.004394,1.3,0.564357,1
285,150,346,150,43,1463,1299,0.268832,0.637791,-4.926641,9,0.972848,1
286,151,320,151,17,1465,1164,0.142926,0.72726,-2.836454,9.9,0.959112,1
287,152,359,152,56,1466,1323,0.128677,0.249367,-2.850295,0.9,0.726128,1
288,153,351,153,48,1467,1308,0.174813,0.264221,-2.393162,9.9,0.975957,1
289,154,322,154,19,1474,1174,0.130815,-0.057779,-2.008941,0.3,0.540559,-1
290,154,344,154,41,1474,1295,0.202895,0.18629,-3.365357,1.3,0.882938,1
291,154,373,154,70,1474,1341,0.226714,0.353571,-4.91966,8.2,0.873821,1
292,154,382,154,79,1474,1376,0.082201,0.555735,-3.220057,1.4,0.991474,1
293,155,344,155,41,1475,1295,0.199442,0.140646,-4,6.4,0.917004,1
294,156,352,156,49,1484,1309,0.172678,0.445265,-3.415544,0.9,0.975834,1
295,157,321,157,18,1488,1171,0.107267,1.014339,-2.80321,8.2,0.999018,1
296,158,357,158,54,1491,1316,0.285911,7.822568,-2.304595,0.8,0.996501,1
297,159,357,159,54,1494,1316,0.660587,10.92913,-2.203957,0.6,0.994769,1
298,160,361,160,58,1499,1325,0.101853,0.067973,-3.345996,1.3,0.894624,1
299,161,332,161,29,1502,1278,6.129559,1.753381,-8.772658,9.9,0.377998,1
300,161,349,161,46,1502,1304,5.116419,-1.8724,-4,0.6,0.874699,-1
301,161,354,161,51,1502,1311,4.319066,4.926686,-7.937295,0.5,0.818581,1
302,162,336,162,33,1504,1285,0.214522,0.569215,-2.495706,1.3,0.976471,1
303,162,350,162,47,1504,1307,0.113959,0.421133,-2.907181,9.4,0.985674,1
304,163,363,163,60,1505,1328,0.233338,0.126806,-3.887884,3.1,0.882068,1
305,164,352,164,49,1511,1309,0.21934,0.158254,-2.844599,4,0.804977,1
306,165,333,165,30,1516,1281,0.442602,0.422204,-2.786259,1.7,0.842494,1
307,166,360,166,57,1517,1324,0.199622,0.36587,-4.950103,9.3,0.784412,1
308,167,360,167,57,1522,1324,0.243154,0.486817,-4.909692,9.9,0.830934,1
309,168,304,168,1,1528,1024,2.10553,6.445833,-6.992768,0.8,0.965974,1
310,169,304,169,1,1529,1024,6.125964,-4.083122,-3.833459,2.1,0.444975,-1
311,169,305,169,2,1529,1025,7.269748,-8.726865,-2.599486,0.4,0.941148,-1
312,170,304,170,1,1530,1024,5.722505,-3.29158,-3.98415,9.9,0.449162,-1
313,170,305,170,2,1530,1025,6.995811,-9.746879,-2.156259,0.4,0.961808,-1
314,171,304,171,1,1531,1024,2.60194,1.691052,-7.232233,9.9,0.629876,1
315,171,305,171,2,1531,1025,5.396523,-3.838275,-2.849589,1,0.978153,-1
316,172,361,172,58,1532,1325,4.804288,4.634768,-4.315346,9.9,0.689126,1
317,173,324,173,21,1533,1191,5.417746,5.291315,-7.901591,0.8,0.899018,1
318,174,324,174,21,1534,1191,2.175478,4.757271,-7.564035,0.7,0.951883,1
319,175,324,175,21,1535,1191,1.29443,7.119263,-6.929608,0.4,0.963612,1
320,176,309,176,6,1536,1081,6.880666,-10.81194,-2.134743,0.4,0.960646,-1
321,176,347,176,44,1536,1300,7.45562,6.647142,-5.678661,0.5,0.978279,1
322,177,352,177,49,1537,1309,0.354837,0.548542,-4.174192,1.8,0.803701,1
323,178,349,178,46,1545,1304,0.301236,-0.189525,-4.227996,0.2,0.747447,-1
324,178,353,178,50,1545,1310,0.164831,13.216182,-2.001668,0.9,0.995699,1
325,179,339,179,36,1554,1289,0.977301,1.160153,-2.972945,1.2,0.803946,1
326,180,312,180,9,1571,1111,0.262545,0.684212,-4.856817,1.2,0.965653,1
327,180,326,180,23,1571,1202,0.250371,0.083581,-5.861708,9.2,0.467078,1
328,180,327,180,24,1571,1203,0.380255,-0.146717,-10.500111,0.1,0.687562,-1
329,180,331,180,28,1571,1274,0.201962,0.265925,-4.929136,9.5,0.648563,1
330,180,369,180,66,1571,1337,0.289838,0.472706,-4.492584,0.9,0.956879,1
331,181,309,181,6,1572,1081,4.806938,-4.080914,-4.050809,0.8,0.987856,-1
332,181,347,181,44,1572,1300,2.199661,7.268309,-5.098024,0.4,0.993363,1
333,182,361,182,58,1573,1325,3.504856,4.848179,-4.638454,1.1,0.840279,1
334,183,340,183,37,1574,1290,0.155611,1.689314,-5.423966,2.4,0.99023,1
335,184,347,184,44,1575,1300,0.22649,0.410225,-3.979704,5.9,0.777846,1
336,184,391,184,88,1575,1414,0.316305,-0.141785,-13.432141,0.3,0.509554,-1
337,185,343,185,40,1580,1294,0.833991,-0.194478,-10.527224,0.3,0.73529,-1
338,185,344,185,41,1580,1295,1.056469,0.420932,-4.755132,7.7,0.866142,1
339,186,340,186,37,1581,1290,1.579835,6.043824,-4.164199,0.9,0.50456,1
340,186,344,186,41,1581,1295,0.424071,0.144077,-4.621557,1.3,0.760857,1
341,186,356,186,53,1581,1315,0.60782,1.097902,-4.739969,1.8,0.95308,1
342,186,360,186,57,1581,1324,0.542413,1.503433,-3.83047,1.1,0.984374,1
343,186,385,186,82,1581,1388,4.752677,9.659534,-6.670943,0.2,0.599305,1
344,186,386,186,83,1581,1391,0.89858,4.222575,-2.667164,0.4,0.914034,1
345,187,340,187,37,1582,1290,0.264534,0.272304,-4.419149,9.4,0.711604,1
346,187,344,187,41,1582,1295,0.173779,0.147649,-4.294589,1.3,0.930128,1
347,187,356,187,53,1582,1315,0.147362,2.012605,-4.315679,4.1,0.996425,1
