OdorIdx,ListIdx,MolIdx,CAS,OdorTypeN,OdorDescriptorN
4904,10,3067,90064-18-9,84,329;257;62;84;321;208
4905,10,3071,90064-24-7,243,114
4906,10,3072,90064-25-8,201,201;273
4907,10,3073,90064-25-8,201,273
4908,10,3092,90064-34-9,201,394;272;362;220;208
4909,10,3093,90064-34-9,201,394;272;362;220;208
4910,11,0,90082-13-6,24,24;46
4911,11,43,90082-43-2,215,381
4912,11,52,90082-45-4,201,226;201;470;430
4913,11,62,90082-51-2,201,226
4914,11,63,90082-51-2,201,226
4915,11,65,90082-51-2,243,226
4916,11,67,90082-51-2,201,226
4917,11,73,90082-55-6,201,226;430;201;62;470
4918,11,77,90082-59-0,470,82;257;390;525;470
4919,11,79,90082-60-3,470,291;525;190;538;470
4920,11,83,90082-60-3,470,291;22;525;190;538;17;470
4921,11,98,90082-74-9,495,395;40;495;423
4922,11,117,90082-82-9,538,257;219;495;390;243;538;215;423
4923,11,126,90082-87-4,215,412
4924,11,177,90105-94-5,57,468;274;399;482;57;4;215
4925,11,226,90106-38-0,201,430
4926,11,230,90106-38-0,243,257;288;430;259;243;531;538
4927,11,246,90106-49-3,496,82;440;257;190
4928,11,257,90106-57-3,470,497;163;440;321;208;470
4929,11,303,90131-10-5,470,447
4930,11,304,90131-10-5,470,447
4931,11,305,90131-10-5,470,447
4932,11,316,90131-21-8,201,225
4933,11,319,90131-24-1,257,257;147;130;337;505
4934,11,349,90131-36-5,215,475
4935,11,354,90131-43-4,201,201;243;422
4936,11,355,90131-45-6,470,489
4937,11,356,90131-45-6,257,489
4938,11,379,90131-58-1,538,99;538;496
4939,11,382,90131-58-1,243,157;243;470;423;215
4940,11,443,90131-89-8,40,516;429;538;40;470
4941,11,467,90147-36-7,243,243;523
4942,11,468,90147-36-7,243,523
4943,11,472,90147-36-7,243,243;523
4944,11,510,90180-88-4,480,257;480
4945,11,511,90180-89-5,215,505;215
4946,11,512,90180-90-8,215,274;164;214;238;311;247;74;215
4947,11,516,90201-28-8,326,215;326
4948,11,549,90320-21-1,470,390;482;89;538;470
4949,11,561,90320-33-5,480,11;480;354
4950,11,564,90320-34-6,480,11;480;221
4951,11,565,90320-35-7,215,112;14
4952,11,590,90320-42-6,470,218
4953,11,591,90320-42-6,470,40;470;208;538
4954,11,592,90320-42-6,470,218
4955,11,594,90320-42-6,470,218
4956,11,615,90397-36-7,215,381
4957,11,616,90397-38-9,215,353;272;381;482;343;215;135
4958,11,631,90530-04-4,257,295;257;130;155;22;392
4959,11,640,90604-30-1,438,217;201;418;538;40;215;438
4960,11,707,91052-92-5,499,40;259;499;251
4961,11,708,91052-92-5,470,201;259
4962,11,717,91069-37-3,538,282;538
4963,11,718,91069-39-5,159,282;159;377
4964,11,719,91069-40-8,470,126;282;159;470
4965,11,764,91082-91-6,215,143;217;536;538;215
4966,11,769,91212-78-1,191,531;191
4967,11,775,91418-25-6,130,181;130;538;292
4968,11,780,91482-37-0,130,314;456;487;130;243;531;58;208
4969,11,788,91672-23-0,201,226;430;201;243;370
4970,11,794,91697-89-1,395,395;40;538;198
4971,11,814,91721-75-4,470,470;47
4972,11,823,91721-98-1,201,257;522;201;243;527;154;470
4973,11,830,91722-18-8,243,243;40;215;423;157
4974,11,831,91722-18-8,82,82;538
4975,11,832,91722-19-9,538,538
4976,11,833,91722-19-9,538,538
4977,11,834,91722-19-9,40,533;243;198;538;40
4978,11,835,91722-19-9,243,226;518;288;271;243;395;215;423
4979,11,846,91722-29-1,257,257;25;215;243
4980,11,864,91722-54-2,130,293
4981,11,865,91722-54-2,130,293
4982,11,867,91722-58-6,215,257;201;215;482
4983,11,870,91722-58-6,257,257;259;201;482;531;24;470
4984,11,874,91722-61-1,538,99;332;538
4985,11,875,91722-61-1,538,99;100;538
4986,11,882,91722-69-9,257,285
4987,11,883,91722-69-9,257,285;201;257
4988,11,884,91722-69-9,257,285
4989,11,885,91722-69-9,257,285
4990,11,896,91722-83-7,321,394;257;243;321;470
4991,11,899,91722-87-1,201,329;362;482;507;40
4992,11,901,91722-87-1,201,362;482;507
4993,11,955,91745-12-9,348,348
4994,11,960,91745-12-9,348,348
4995,11,1002,91770-11-5,470,489;470;482
4996,11,1004,91770-12-6,215,247
4997,11,1006,91770-12-6,505,480;426;271;482;145;505
4998,11,1009,91770-12-6,505,480;426;271;482;145;505
4999,11,1013,91770-14-8,201,272;201
5000,11,1014,91770-14-8,201,272
5001,11,1015,91770-14-8,201,272
5002,11,1016,91770-14-8,201,272;201
5003,11,1017,91770-14-8,201,272
5004,11,1038,91770-23-9,75,312;499;482;75
5005,11,1040,91770-24-0,329,469;329;93;482
5006,11,1048,91770-38-6,470,321;257;525;470
5007,11,1055,91770-47-7,201,189;201;259;220;266;154;215
5008,11,1056,91770-47-7,201,259;266;482
5009,11,1060,91770-48-8,505,274;426;482;505;215
5010,11,1066,91770-48-8,505,274;426;482;505;215
5011,11,1067,91770-49-9,538,40;181;470;538
5012,11,1070,91770-56-8,257,82;257;495;538;321;470
5013,11,1081,91770-69-3,243,181;243;395;291;215
5014,11,1091,91770-81-9,480,300;130;480
5015,11,1119,91770-92-2,257,257
5016,11,1148,91771-36-7,201,207;201;243;251;538;215;165
5017,11,1153,91771-40-3,181,390;178;470;181
5018,11,1164,91771-48-1,470,137;525;470
5019,11,1165,91771-48-1,470,40;137;470;538
5020,11,1167,91771-50-5,130,546;288;482;291;392;190;208
5021,11,1168,91771-50-5,130,300
5022,11,1169,91771-50-5,130,392;130
5023,11,1170,91771-50-5,130,300
5024,11,1172,91771-51-6,295,24;23
5025,11,1179,91771-60-7,538,99;390;538
5026,11,1187,91771-62-9,538,126;178;181;206;538;99;470
5027,11,1190,91771-65-2,470,208;178;470
5028,11,1192,91771-67-4,82,82;329;147;482;208
5029,11,1196,91771-69-6,215,201;482;291;208;215
5030,11,1213,91844-92-7,130,293
5031,11,1214,91844-92-7,130,293
5032,11,1219,91845-21-5,40,55
5033,11,1229,91845-26-0,130,31;519;243;46
5034,11,1232,91845-35-1,243,257;243;538;40;470
5035,11,1243,91845-53-3,40,17;476;482;538;40
5036,11,1258,92015-65-1,504,394;282;499;504;232;157
5037,11,1265,92046-48-5,201,307;201;298;333
5038,11,1279,92113-39-8,201,430;482;538;40;208;215
5039,11,1285,92128-34-2,538,395;538
5040,11,1332,92201-50-8,257,257;190;538;321;40
5041,11,1333,92201-55-3,538,394;178;541;538;470
5042,11,1339,92201-56-4,470,126
5043,11,1340,92201-56-4,470,126;95;470
5044,11,1347,92201-64-4,257,82;329;434;257;495;190;505
5045,11,1361,92201-96-2,201,201;328
5046,11,1364,92202-02-3,257,17;257;259;408;40;215
5047,11,1368,92202-04-5,243,243;538;40;215;423
5048,11,1418,92346-82-2,329,82;394;97;329;480;311;74;243;505;165;377
5049,11,1426,92346-89-9,130,291
5050,11,1427,92346-89-9,130,291
5051,11,1428,92346-89-9,130,392;130
5052,11,1429,92346-89-9,130,291
5053,11,1430,92346-89-9,130,291
5054,11,1432,92346-89-9,130,291
5055,11,1433,92346-89-9,130,291
5056,11,1450,92347-02-9,329,295;193;23
5057,11,1451,92347-02-9,329,295;193
5058,11,1453,92347-05-2,538,257;499;201;482;441;225;538
5059,11,1455,92347-09-6,40,533;390;243;31;538;99;40
5060,11,1462,92347-13-2,538,482;525;536;538;40;470;215
5061,11,1466,92347-21-2,201,367
5062,11,1467,92347-25-6,353,353;538
5063,11,1478,92356-06-4,243,181;130;243
5064,11,1482,92456-63-8,243,240;457;279;41;243;215
5065,11,1484,92456-63-8,243,240;457;279;41;243;215
5066,11,1486,92456-63-8,243,240;457;279;41;243;215
5067,11,1487,92456-63-8,243,
5068,11,1488,92456-63-8,243,240;457;279;41;243;215
5069,11,1505,92456-82-1,505,82;227;423;505;517
5070,11,1549,92508-08-2,181,181
5071,11,1552,92585-08-5,319,319;415
5072,11,1553,92585-24-5,130,238;424;201;130;243;520
5073,11,1555,92623-75-1,23,193
5074,11,1564,92623-76-2,257,285
5075,11,1575,92704-01-3,201,392
5076,11,1581,92704-03-5,82,82;257;147;190;470
5077,11,1582,92704-03-5,538,257;408;538;321;470
5078,11,1594,92760-25-3,329,291;329
5079,11,1612,92900-67-9,427,38;348;427
5080,11,1660,93165-00-5,243,518;181;243;33;423
5081,11,1661,93165-00-5,243,33;243
5082,11,1689,93165-40-3,243,181;243;326;538;40
5083,11,1690,93165-40-3,243,219
5084,11,1691,93165-40-3,243,181;243
5085,11,1692,93165-40-3,243,219
5086,11,1702,93165-54-9,352,
5087,11,1715,93165-66-3,463,394;463;320;538;470;451
5088,11,1777,93334-48-6,201,430;259;201;130;40
5089,11,1814,93384-28-2,57,303
5090,11,1815,93384-32-8,40,357
5091,11,1833,93455-95-9,538,82;227;329;190;538;208;470
5092,11,1837,93455-97-1,257,285
5093,11,1864,93685-55-3,130,300
5094,11,1868,93685-73-5,329,329;193
5095,11,1869,93685-73-5,329,257;329;470;193
5096,11,1872,93685-88-2,257,285
5097,11,1873,93685-88-2,257,285
5098,11,1879,93685-96-2,201,201;538
5099,11,1895,93762-34-6,257,470;257;215
5100,11,1896,93762-35-7,215,396;214;480
5101,11,1921,93804-64-9,201,201;243;298;333
5102,11,1938,93840-90-5,215,215;57
5103,11,1943,93843-13-1,243,243;291;538;208;215
5104,11,1961,93893-89-1,130,126;430;201;130;40;215;293
5105,11,1963,93894-30-5,243,130;243;266;208;215;135
5106,11,1965,93904-56-4,9,9;191;243;326
5107,11,1966,93905-03-4,181,219;181;407;387;376
5108,11,1979,93939-86-7,215,424;201;155;429;538;215
5109,11,1986,93942-00-8,257,434;257;276;538
5110,11,1988,93952-58-0,531,295;430;259;482;531
5111,11,2001,93981-50-1,201,525;326;289;432
5112,11,2011,94021-78-0,243,215;243;326
5113,11,2018,94022-06-7,40,40;170
5114,11,2028,94087-23-7,243,410;201;243;538;327;154
5115,11,2030,94087-83-9,480,164;97;329;480;311;238;482;505;462;377
5116,11,2041,94089-21-1,243,25;215;243
5117,11,2043,94089-23-3,79,191;79
5118,11,2064,94133-92-3,470,211;390;470
5119,11,2065,94134-03-9,215,381;33;322;260
5120,11,2113,94167-14-3,482,517
5121,11,2117,94200-10-9,257,257;538
5122,11,2120,94200-13-2,243,531;243;147
5123,11,2123,94201-19-1,140,282;399;159;140;505;171;157
5124,11,2130,94201-73-7,201,394;257;430;243;58;208;373
5125,11,2143,94248-21-2,257,82;375;257;181;538
5126,11,2152,94266-47-4,130,131;130
5127,11,2158,94266-48-5,395,395;208;482
5128,11,2159,94266-48-5,395,257;130;243;395;538
5129,11,2166,94278-26-9,181,181;215;482
5130,11,2167,94278-27-0,11,480;518;221;141;22;354
5131,11,2181,94279-84-2,201,207;201;243;482;40
5132,11,2200,94293-57-9,257,257;97;215;165
5133,11,2204,94333-50-3,215,505;201;215
5134,11,2216,94333-88-7,538,40;433;538;520
5135,11,2217,94333-91-2,40,430;201;538;40;215
5136,11,2222,94333-93-4,491,491;288;201;178;243;251
5137,11,2225,94333-99-0,201,491;246;362;178;90;544
5138,11,2228,94333-99-0,201,491;246;362;178;90;544
5139,11,2229,94333-99-0,201,491;246;362;178;90;544
5140,11,2262,94346-09-5,257,538;525;257;441
5141,11,2275,94349-73-2,257,509
5142,11,2288,94349-91-4,295,295
5143,11,2291,94350-02-4,201,362;201;482;220;343
5144,11,2292,94350-02-4,201,362;201;482;220;343
5145,11,2296,94350-09-1,538,499;215;482;463;22;538;40;7;289;444
5146,11,2297,94350-09-1,538,40;482;538;444
5147,11,2302,94386-48-8,470,126;482;170
5148,11,2308,94406-15-2,257,257;276;496;165
5149,11,2343,94704-89-9,257,257;312;518;304;482;101;72;194
5150,11,2357,94891-27-7,40,40;476
5151,11,2358,94891-27-7,40,40;474
5152,11,2359,94891-27-7,40,40;476
5153,11,2360,94891-27-7,40,40;476
5154,11,2361,94891-27-7,40,40;474
5155,11,2363,94891-28-8,40,40;474
5156,11,2424,95654-18-5,188,188;215;185;57
5157,11,2437,95936-66-6,480,355;480
5158,11,2438,95962-14-4,215,30;353;282;168;531;140;505;215;377
5159,11,2441,95994-93-7,215,105;243;536;171;215
5160,11,2462,96508-09-7,201,129;522;482
5161,11,2521,97158-38-8,243,208;61;215;243
5162,11,2525,97231-35-1,130,130;215;291
5163,11,2532,97281-10-2,215,41
5164,11,2560,97358-54-8,243,533;48;243;503;154;180;208
5165,11,2565,97375-48-9,243,394;410;181;243;323;22;154;342;208
5166,11,2567,97384-48-0,9,9;257;390;243;482;470
5167,11,2579,97404-53-0,470,310;56;12;130;326;47;364;208;470
5168,11,2593,97435-13-7,130,56;518;300;130;291;548
5169,11,2615,97553-37-2,201,149;62
5170,11,2641,97593-18-5,201,257;482;243;46;489;24;208
5171,11,2674,97659-68-2,470,95;126
5172,11,2675,97659-68-2,470,126
5173,11,2699,97675-63-3,257,187
5174,11,2728,97676-09-0,243,17;470;243;430
5175,11,2735,97676-19-2,470,257;269;271;59;243;57;470;165;215
5176,11,2736,97676-19-2,201,97;201;482;215;165
5177,11,2739,97676-22-7,58,257;518;178;58;538
5178,11,2740,97676-22-7,181,181;58;429
5179,11,2744,97676-23-8,295,295
5180,11,2745,97676-24-9,491,257;491;215
5181,11,2746,97676-24-9,491,257;491;215
5182,11,2752,97676-27-2,215,396
5183,11,2754,97676-30-7,40,418;538;40;215;438;517
5184,11,2777,97752-28-8,243,524;201;243;523
5185,11,2789,97766-30-8,201,362
5186,11,2790,97766-30-8,130,358;360
5187,11,2791,97766-30-8,201,362;201
5188,11,2793,97766-30-8,201,362;201
5189,11,2819,97890-13-6,201,499;383;59;326
5190,11,2826,97926-19-7,538,353;130;198;92;538;40;208
5191,11,2828,97926-23-3,191,353;191;159;482;4;531;79;215
5192,11,2834,97926-41-5,257,257;190
5193,11,2860,97952-61-9,257,538;257;243;423
5194,11,2866,97952-71-1,257,440;496
5195,11,2868,97952-72-2,538,206
5196,11,2869,97952-72-2,538,206
5197,11,2870,97952-72-2,538,206
5198,11,2871,97952-72-2,538,538;206
5199,11,2872,97952-72-2,538,206
5200,11,2873,97952-72-2,538,206
5201,11,2874,97952-72-2,463,40;463;423;538
5202,11,2889,98106-71-9,130,487;310;130
5203,11,2928,98306-02-6,329,389
5204,11,2929,98314-98-8,215,30;272;282;191;28;243;482;322;215;377
5205,11,2945,98653-81-7,201,201;137;525;90;538
5206,11,2946,98653-81-7,201,538;201;470;90
5207,11,2951,98653-84-0,538,201;63;482;538;40
5208,11,2969,98841-69-1,201,358;143;257;430
5209,11,2978,99016-42-9,352,
5210,11,3006,99583-29-6,402,498;309;402;234
5211,11,3025,99910-84-6,354,319;354;467
5212,11,3029,99948-88-6,538,181;429;538;520
5213,11,3055,100209-23-2,543,53
5214,11,3056,100209-23-2,543,22;208;58;543
5215,11,3128,101417-25-8,348,402;348;145;427
5216,11,3132,101517-86-6,348,378;139;348;427
5217,11,3133,101517-87-7,348,378;139;348;427
5218,11,3177,102322-83-8,348,348;253
5219,11,3219,103694-68-4,201,243;505;201;299
5220,11,3245,104037-85-6,201,288;362;201;243;368;154;208
5221,11,3259,104228-51-5,480,319;480
5222,11,3269,104468-21-5,257,257;432;201;103;208;215
5223,11,3282,104691-41-0,348,319;378;139;290;354
5224,11,3294,104864-90-6,538,343;444
5225,11,3300,104986-28-9,215,272;40;201;24;208;215;420
5226,11,3309,105450-79-1,188,199;381;188;215
5227,11,3310,105463-44-3,257,82;375;181;429;538
5228,11,3315,105683-99-6,486,486;161;243
5229,11,3363,106917-24-2,191,191;243
5230,11,3386,107697-91-6,334,334;216
5231,11,3387,107715-18-4,257,538;257;441;520
5232,11,3389,107797-24-0,191,13;470;243;140
5233,11,3390,107797-25-1,191,191;140
5234,11,3391,107797-26-2,191,87;191;482;140;215
5235,11,3392,107797-27-3,191,191;482;140;465;215
5236,11,3393,107898-54-4,538,505;257;538;444
5237,11,3419,108576-21-2,470,257;126;538;321;95;470
5238,11,3430,108861-12-7,215,159;215;482
5239,11,3431,108861-13-8,215,327;215;482
5240,11,3433,108910-53-8,538,208;257;538;520
5241,11,3448,109537-55-5,480,319;480
5242,11,3450,109682-87-3,482,87;295;312;75;482;141;69;470
5243,11,3476,110458-85-0,538,209;368;538;208;135
5244,11,3481,110516-60-4,87,87
5245,11,3488,110682-09-2,215,396;201;482;13;505;470;127;215
5246,11,3531,111753-60-7,201,288;362;201;243;368;154;208
5247,11,3532,111753-62-9,201,250;201;243;482;408;154;470;328;23
5248,11,3534,111850-00-1,538,525;538;520;99;17
5249,11,3536,111879-79-9,335,335
5250,11,3537,111879-80-2,335,335;178;482;326;22;531;136;408;505
5251,11,3538,111879-81-3,335,335
5252,11,3588,113486-29-6,215,87;215;251;75
5253,11,3596,113889-23-9,215,363;243;538;40;215;377
5254,11,3603,114099-96-6,215,533;189;526;181;243;482;505;215
5255,11,3631,114791-16-1,538,470;538
5256,11,3654,115482-83-2,215,215;266
5257,11,3660,115724-27-1,201,505;201;215;430
5258,11,3668,116126-82-0,215,164;257;41;525;208;396;470;215
5259,11,3686,116505-60-3,319,319;145;427
5260,11,3691,116963-97-4,538,288;181;538;219
5261,11,3692,117013-33-9,145,348;145;427
5262,11,3718,117933-89-8,538,178;181;201;308;180;538;17;423
5263,11,3738,118562-73-5,538,17;335;538
5264,11,3814,120811-92-9,201,430;201;243;391;215
5265,11,3828,121199-28-8,191,257;191;470
5266,11,3831,121251-67-0,17,456;9;243;538;17;470
5267,11,3832,121251-68-1,17,456;9;243;538;17;470
5268,11,3867,122397-96-0,517,517
5269,11,3868,122440-59-9,348,191;348;253;326
5270,11,3884,122760-84-3,538,227;470;538;89
5271,11,3885,122760-85-4,538,17;538;520
5272,11,3886,122795-41-9,257,130;257;243;288
5273,11,3887,122861-78-3,480,243;480;482
5274,11,3953,124071-42-7,310,310
5275,11,3963,124439-28-7,215,215;243
5276,11,3982,124918-65-6,481,481
5277,11,3985,125037-13-0,538,56;257;518;201;130;339;243;538;286;344
5278,11,3988,125109-84-4,208,201;243;368;322;154
5279,11,3989,125109-85-5,201,299;201;243;333;301;208
5280,11,3998,125303-98-2,538,525;538;520;99;17
5281,11,4000,125352-06-9,201,522;366;201;538;208;289
5282,11,4003,125476-23-5,171,327;171;482
5283,11,4004,125476-24-6,87,87;312;482
5284,11,4022,125811-37-2,201,201;329
5285,11,4088,127032-54-6,257,286;257;482;277
5286,11,4116,127931-21-9,215,178;475;415;482
5287,11,4117,128119-70-0,538,178;525;538;408;17
5288,11,4125,128342-71-2,319,229;319;338
5289,11,4126,128342-72-3,338,229;319;338
5290,11,4164,129098-41-5,215,215;243
5291,11,4180,129316-65-0,505,491;499;257;259;482;251;507;505;289
5292,11,4181,129319-15-9,470,470;415
5293,11,4215,129828-24-6,257,129;208;430;201;40
5294,11,4216,129828-28-0,257,394;257;71;243;364;101;40;154;470
5295,11,4217,129828-28-0,257,394;257;243;101
5296,11,4218,129828-28-0,257,257;243;101
5297,11,4219,129828-29-1,470,181;470;538
5298,11,4234,130007-42-0,480,354;480;415
5299,11,4264,130932-16-0,130,130;215;291
5300,11,4265,130935-39-6,79,191;171;159;105
5301,11,4276,131222-75-8,157,282;157
5302,11,4277,131222-76-9,87,87;75
5303,11,4293,131766-73-9,257,491;257;201;441;439;215
5304,11,4296,131812-51-6,538,335;178;538;408;17
5305,11,4297,131812-52-7,538,335;178;538;408;17
5306,11,4298,131812-67-4,538,335;178;538;408;17
5307,11,4314,132539-00-5,201,301
5308,11,4315,132539-00-5,201,257;259;201;243;215;157
5309,11,4319,132735-95-6,229,229
5310,12,1,132940-73-9,82,82;321;190
5311,12,18,133447-37-7,199,199;427
5312,12,33,133860-42-1,319,319;72;145;427
5313,12,44,134123-93-6,257,314;257;368;24;455
5314,12,54,134454-31-2,130,9;130;243;326
5315,12,61,134769-33-8,130,9;487;482;530;208
5316,12,113,135910-94-0,348,253;348;121;326;79;465
5317,12,142,136954-20-6,215,381;374;201;59;165;505;215;420
5318,12,143,136954-21-7,480,374;480;212;505;215
5319,12,144,136954-22-8,480,505;374;215;480
5320,12,145,136954-25-1,480,30;97;480;518;75;354;221;436;74;482;243;326;505;215;377
5321,12,146,137085-37-1,57,420;57
5322,12,152,137255-07-3,181,265;181
5323,12,192,138964-30-4,215,14;112;215;377
5324,12,205,139164-92-4,243,319;181;243;4
5325,12,213,139504-68-0,17,17;19;538
5326,12,215,139539-66-5,201,257;165;215
5327,12,216,139539-67-6,201,257;165;215
5328,12,252,141773-73-1,335,335;19;215;381
5329,12,280,142653-61-0,243,353;191;522;201;243;161;505;215
5330,12,291,142896-08-0,348,257;348;58
5331,12,292,142896-09-1,243,240;257;288;522;243
5332,12,293,142896-11-5,243,240;17;329;482
5333,12,294,142896-12-6,257,195;257;243;427
5334,12,330,144020-22-4,538,18;335;499;178;538;99
5335,12,396,146955-45-5,215,272;366;215
5336,12,399,147060-73-9,130,300;201;531;130
5337,12,403,147159-48-6,243,161;243
5338,12,404,147159-49-7,9,9;201;130;531;135
5339,12,461,149982-46-7,215,272;381;215;282
5340,12,477,151409-53-9,215,41;396;482;57;243;25;322;505;215
5341,12,539,154170-44-2,470,257;470
5342,12,541,154171-77-4,17,335;178;538;520;408;17;215
5343,12,566,155639-75-1,191,243;191;482
5344,12,608,156420-69-8,480,505;215;480
5345,12,610,156472-94-5,480,468;480;482;427
5346,12,634,157615-33-3,181,181;337
5347,12,726,163038-04-8,121,482;121
5348,12,764,164524-93-0,348,402;348;145;427
5349,12,770,165191-91-3,215,191;257;201;215
5350,12,791,166432-52-6,243,522;201;243;523;242;116;505;215
5351,12,826,168564-54-3,180,180;337
5352,12,857,170678-49-6,215,189;215;243
5353,12,991,180287-43-8,538,257;181;201;463;538;40;215;423
5354,12,1000,180964-47-0,329,329;517
5355,12,1002,181258-87-7,314,209;314;243;368;387
5356,12,1030,182699-77-0,140,470;176;140;482
5357,12,1051,183815-52-3,470,208;470;390
5358,12,1064,184900-07-0,470,272;126;201;482;531;470;215
5359,12,1077,185429-83-8,538,17;201;538
5360,12,1086,185630-72-2,348,253
5361,12,1101,187348-13-6,538,257;181;201;463;538;40;215;423
5362,12,1113,188417-26-7,517,87;159;482;121;327;438;517
5363,12,1117,188570-78-7,243,214;201;243;208;343
5364,12,1118,188590-62-7,130,9;130;243;326
5365,12,1121,188829-73-4,121,9;139;346;243;482;121;348;58;76;215;72
5366,12,1140,189440-77-5,215,381;215;243
5367,12,1192,194934-66-2,201,159;201;243;333
5368,12,1198,195863-84-4,329,329;147
5369,12,1199,196109-18-9,243,288;41;528;243;25;161;538;505
5370,12,1219,198404-98-7,538,191;257;201;538;144;505;444
5371,12,1243,202188-43-0,243,189;243;337
5372,12,1255,203719-54-4,243,130;243;215
